name,type,start_time,duration,"data"
"Async Serial","data",16.279978764,0.000082464,0x48
"Async Serial","data",16.28006548,0.000082464,0xE9
"Async Serial","data",16.284857392,0.000082464,0xAA
"Async Serial","data",16.284944084,0.000082464,0xAA
"Async Serial","data",16.285030728,0.000082464,0x12
"Async Serial","data",16.28511738,0.000082464,0x02
"Async Serial","data",16.28520404,0.000082464,0x0A
"Async Serial","data",16.2852907,0.000082464,0x00
"Async Serial","data",16.28537736,0.000082464,0x00
"Async Serial","data",16.285464016,0.000082464,0x01
"Async Serial","data",16.285550716,0.000082464,0x08
"Async Serial","data",16.28563742,0.000082464,0xE8
"Async Serial","data",16.285724136,0.000082464,0x02
"Async Serial","data",16.285810832,0.000082464,0x3E
"Async Serial","data",16.285897516,0.000082464,0x08
"Async Serial","data",16.285984252,0.000082464,0x5F
"Async Serial","data",16.286070996,0.000082464,0x02
"Async Serial","data",16.286157712,0.000082464,0x1C
"Async Serial","data",16.286244416,0.000082464,0x05
"Async Serial","data",16.286331116,0.000082464,0xFA
"Async Serial [1]","data",16.495209976,0.000082464,0xAA
"Async Serial [1]","data",16.495296728,0.000082464,0xAA
"Async Serial [1]","data",16.495383476,0.000082464,0x07
"Async Serial [1]","data",16.495470224,0.000082464,0x01
"Async Serial [1]","data",16.495556976,0.000082464,0x0B
"Async Serial [1]","data",16.495643724,0.000082464,0xF8
"Async Serial [1]","data",16.495730472,0.000082464,0xD1
"Async Serial","data",16.499305388,0.000082464,0xAA
"Async Serial","data",16.499392076,0.000082464,0xAA
"Async Serial","data",16.499478784,0.000082464,0x08
"Async Serial","data",16.499565512,0.000082464,0x01
"Async Serial","data",16.499652272,0.000082464,0x0B
"Async Serial","data",16.499739004,0.000082464,0x01
"Async Serial","data",16.49982572,0.000082464,0x7B
"Async Serial","data",16.499912412,0.000082464,0xD8
"Async Serial","data",16.504702888,0.000082464,0xAA
"Async Serial","data",16.504789548,0.000082464,0xAA
"Async Serial","data",16.504876224,0.000082464,0x12
"Async Serial","data",16.50496292,0.000082464,0x02
"Async Serial","data",16.505049624,0.000082464,0x0B
"Async Serial","data",16.505136316,0.000082464,0x00
"Async Serial","data",16.505223008,0.000082464,0x00
"Async Serial","data",16.505309692,0.000082464,0x01
"Async Serial","data",16.505396392,0.000082464,0x08
"Async Serial","data",16.505483088,0.000082464,0xE7
"Async Serial","data",16.505569792,0.000082464,0x02
"Async Serial","data",16.505656564,0.000082464,0x3E
"Async Serial","data",16.505743288,0.000082464,0x08
"Async Serial","data",16.505830068,0.000082464,0x5F
"Async Serial","data",16.505916828,0.000082464,0x02
"Async Serial","data",16.506003592,0.000082464,0x1C
"Async Serial","data",16.506090272,0.000082464,0x8C
"Async Serial","data",16.506176976,0.000082464,0x66
"Async Serial [1]","data",17.185165272,0.000082464,0xAA
"Async Serial [1]","data",17.18525202,0.000082464,0xAA
"Async Serial [1]","data",17.185338768,0.000082464,0x0E
"Async Serial [1]","data",17.18542552,0.000082464,0x0E
"Async Serial [1]","data",17.185512268,0.000082464,0x01
"Async Serial [1]","data",17.18559902,0.000082464,0x01
"Async Serial [1]","data",17.185685768,0.000082464,0x03
"Async Serial [1]","data",17.185772516,0.000082464,0xE8
"Async Serial [1]","data",17.185859268,0.000082464,0x03
"Async Serial [1]","data",17.185946016,0.000082464,0xE8
"Async Serial [1]","data",17.186032768,0.000082464,0xFF
"Async Serial [1]","data",17.186119516,0.000082464,0xFF
